2026-02-15 12:32:39 | INFO | __main__ | run.py:24 | current working directory: C:\Users\C566795\OneDrive - Anheuser-Busch InBev\Documents\temp\project_customer_churn\customer-churn-ds
2026-02-15 13:07:46 | INFO | src.training.train | train.py:61 | Numeric features: ['customer_id', 'age', 'tenure_months', 'monthly_charges', 'total_charges', 'support_calls', 'late_payments', 'avg_monthly_value', 'support_call_ratio', 'payment_risk']
2026-02-15 13:07:46 | INFO | src.training.train | train.py:62 | Categorical features: ['contract_type', 'internet_service']
2026-02-15 13:07:46 | INFO | src.training.train | train.py:116 | Using model: random_forest
2026-02-15 13:07:46 | INFO | src.training.train | train.py:254 | Starting Stratified K-Fold Cross Validation
2026-02-15 13:07:46 | INFO | src.training.train | train.py:187 | Training fold 1
2026-02-15 13:07:51 | INFO | src.training.train | train.py:187 | Training fold 2
2026-02-15 13:07:57 | INFO | src.training.train | train.py:187 | Training fold 3
2026-02-15 13:08:03 | INFO | src.training.train | train.py:187 | Training fold 4
2026-02-15 13:08:08 | INFO | src.training.train | train.py:187 | Training fold 5
2026-02-15 13:08:13 | INFO | src.training.train | train.py:187 | Training fold 6
2026-02-15 13:08:19 | INFO | src.training.train | train.py:187 | Training fold 7
2026-02-15 13:08:24 | INFO | src.training.train | train.py:187 | Training fold 8
2026-02-15 13:08:30 | INFO | src.training.train | train.py:187 | Training fold 9
2026-02-15 13:08:35 | INFO | src.training.train | train.py:187 | Training fold 10
2026-02-15 13:08:41 | INFO | src.training.train | train.py:260 | Cross validation completed: {'cv_accuracy_mean': 0.6634, 'cv_accuracy_std': 0.0055084594034993, 'cv_f1_mean': 0.5129606807843332, 'cv_f1_std': 0.01100760673275537, 'cv_auc_mean': 0.6976299054640046, 'cv_auc_std': 0.005587322159721528}
2026-02-15 13:08:47 | INFO | src.training.train | train.py:268 | Final model training completed
2026-02-15 13:08:47 | INFO | src.training.evaluate | evaluate.py:28 | Evaluator initialized
2026-02-15 13:08:47 | INFO | src.training.evaluate | evaluate.py:32 | Calculating evaluation metrics
2026-02-15 13:08:47 | INFO | src.training.evaluate | evaluate.py:43 | Evaluation completed: {'accuracy': 0.66475, 'precision': 0.594675045477096, 'recall': 0.4580891719745223, 'f1_score': 0.5175217672879039, 'roc_auc': 0.628180388456397, 'confusion_matrix': [[9699, 2451], [4254, 3596]]}
2026-02-15 13:08:47 | INFO | src.training.train | train.py:293 | Model saved at model_registry\model_20260215_130847\model.pkl
2026-02-15 13:08:47 | INFO | src.training.evaluate | evaluate.py:53 | Evaluation report saved at model_registry\model_20260215_130847\evaluation.json
2026-02-15 13:08:47 | INFO | src.training.train | train.py:325 | Model metadata saved at model_registry\model_20260215_130847\model.yaml
2026-02-15 13:08:47 | INFO | src.training.train | train.py:326 | Training pipeline completed successfully
2026-02-15 13:08:47 | INFO | __main__ | run.py:94 | Model saved at: model_registry\model_20260215_130847\model.pkl
2026-02-15 13:08:47 | INFO | __main__ | run.py:96 | ========== PIPELINE COMPLETED ==========
